ID,publication_date,extracted_url,best_common,best_common_prob,best_full,best_full_prob,best_name,best_name_prob,article_count
27580923,2016-08-31,http://101.200.211.232/skeletongenetics,SkeletonGenetics,0.990358194,,0,SkeletonGenetics,0.990358194,1
30304689,2018-10-01,http://10kimmunomes.org,10KIP,0.928437392,"10,000 Immunomes Project",0.844234129,10KIP,0.928437392,1
37221044,2023-05-01,http://110.40.139.2:18095,BLAB2CancerKD,0.785074251038688,actic acid bacteria to Cancer Knowledge graph Database,0.761443098386129,BLAB2CancerKD,0.785074251,1
21938212,2011-09-06,http://115.111.90.196/ridsdb/index.php,RiDs db,0.977813244,Repeats in diseases database,0.806841683,RiDs db,0.977813244,1
38161244,2023-12-31,http://120.55.161.230:88,BioKinVis,0.754120469093323,,0,BioKinVis,0.7541204691,1
34992626,2021-12-21,"http://120.78.174.209/, http://db.cngb.org/cottonGVD",CottonGVD,0.994645226,cotton genomic variation database,0.905625567,CottonGVD,0.994645226,1
23904744,2013-07-12,http://121.241.218.70/ASRDb,ASRDb,0.997044563,Archaeal Stress Response Database,0.98826167,ASRDb,0.997044563,1
31592084,2019-08-07,http://122.112.216.104,GCGVD,0.976200461,The Grass Carp Genomic Visualization Database,0.885653893,GCGVD,0.976200461,1
21876203,2011-08-29,http://122.70.220.102/biomarker,UPB,0.950364868,Urinary Protein Biomarker,0.927442985,UPB,0.950364868,1
"30380072, 25399422",2019-01-01,http://123.59.132.21/lncrna2target,LncRNA2Target,0.983380377,,0,LncRNA2Target,0.983380377,2
37908832,2023-10-16,http://124.223.195.214:9188/mfppdb/index,MFPPDB,0.993473052978516,multi-functional plant peptide database,0.810723930597305,MFPPDB,0.993473053,1
38818485,2022-12-11,http://124.239.252.254/danmel,DANMEL,0.997158765792847,,0,DANMEL,0.997158766,1
24918550,2014-06-11,http://128.135.207.10/dbCerEx,dbCerEx,0.99592483,,0,dbCerEx,0.99592483,1
35653350,2022-06-01,http://139.224.212.120:18095,AnthraxKP,0.907631814479828,,0,AnthraxKP,0.907631814,1
34025934,2021-04-19,http://139.59.12.92,MycoTRAP-DB,0.982121785,Mycobacterium tuberculosis Resistance Associated,0.798473769,MycoTRAP-DB,0.982121785,1
26862144,2016-02-08,http://14.139.227.92/mkumar/cragdb,CrAgDb,0.977069199,haperone repertoire in Archaeal,0.644523211,CrAgDb,0.977069199,1
25475113,2014-12-03,http://14.139.227.92/mkumar/lactamasedb,CBMAR,0.971514285,,0,CBMAR,0.971514285,1
28651001,2017-06-26,http://14.139.229.199/PpTFDB/Home.aspx,PpTFDB,0.990379,Pigeonpea Transcription Factors Database,0.94807246,PpTFDB,0.990379,1
28964253,2017-09-30,http://14.139.229.201,RiceMetaSys,0.956623197,,0,RiceMetaSys,0.956623197,1
29897484,2018-01-01,http://14.139.240.55/ildgendb/index.php,ILDgenDB,0.996150136,,0,ILDgenDB,0.996150136,1
33247932,2020-11-01,http://146.118.64.11/BarleyVar,BarleyVarDB,0.997781932,,0,BarleyVarDB,0.997781932,1
21389154,2011-03-09,http://147.8.74.24/16SpathDB,16SpathDB,0.996311396,,0,16SpathDB,0.996311396,1
34025933,2021-04-19,http://159.226.67.237/sun/addictgedb,AddictGene,0.997377753,,0,AddictGene,0.997377753,1
33511767,2021-01-29,http://159.226.67.243:8080/fawmine,FAWMine,0.997773767,Fall Armyworm Genome Database,0.988626023,FAWMine,0.997773767,1
22293322,2012-01-30,http://202.120.189.88/mutdb,G6PD,0.940137466,,0,G6PD,0.940137466,1
21729256,2011-07-05,"http://202.141.47.181/rasond/, http://www.aiims.edu/RAS.html",RASOnD,0.995079184,RAS Oncogene Database,0.942642281,RASOnD,0.995079184,1
22134927,2011-11-30,http://202.38.126.151/hmdd/hubi,hUbiquitome,0.99319154,Really Interesting New Gene,0.800637662,hUbiquitome,0.99319154,1
25988315,2015-05-19,http://202.85.212.211/Account/ImmuSort.html,ImmuSort,0.995690107,,0,ImmuSort,0.995690107,1
21781283,2011-09-06,http://203.190.147.116/dbmdr,DbMDR,0.997138441,,0,DbMDR,0.997138441,1
27148975,2016-05-05,http://222.73.98.124/spinachdb,SpinachDB,0.997738004,,0,SpinachDB,0.997738004,1
32307725,2020-04-27,http://2de-pattern.pnpi.nrcki.ru,DE-pattern,0.593041122,,0,DE-pattern,0.593041122,1
34244700,2021-07-09,http://2dprots.ncbr.muni.cz,2DProts,0.990597233,,0,2DProts,0.990597233,1
"23203891, 26980515",2012-11-30,http://2p2idb.cnrs-mrs.fr,2P2I,0.99723657,,0,2P2I,0.99723657,2
36412326,2022-11-01,http://39.104.28.169:18095,PlagueKD,0.590190529823303,,0,PlagueKD,0.59019053,1
27081154,2016-04-14,http://3cdb.big.ac.cn,3CDB,0.995992641,,0,3CDB,0.995992641,1
24526713,2014-02-12,http://3dgd.biosino.org,3DGD,0.996886671,Genome Database,0.968708754,3DGD,0.996886671,1
36243984,2023-01-01,http://3dgenomics.hzau.edu.cn/chromloops,ChromLoops,0.993139147758484,,0,ChromLoops,0.993139148,1
24081580,2013-09-29,http://3did.irbbarcelona.org,3did,0.997478525,interacting domains,0.710986495,3did,0.997478525,1
"33245777, 29106613",2021-01-01,http://3div.kr,3DIV,0.995887399,3D-genome Interaction Viewer and database,0.817636555,3DIV,0.995887399,2
37329484,2023-06-17,"http://45.248.163.60/bic/sgenos/, http://14.139.62.220/sgenos",DSP,0.983050271868706,of,0.780549764633179,DSP,0.983050272,1
36324064,2022-11-03,"http://47.106.184.91:8025/, http://liushang.top:8025",TeaPVs,0.988950192928314,,0,TeaPVs,0.988950193,1
27167218,2016-05-11,http://47.88.84.236/Miasdb,MiasDB,0.997192025,,0,MiasDB,0.997192025,1
32709339,2020-06-03,"http://47.92.73.208:8082/, http://cpu-smsd.com",SMSD,0.893061325,saponin mass spectrometry database,0.897874147,saponin mass spectrometry database,0.897874147,1
35401578,2022-03-24,http://52.4.112.252/shiny/miragdb,miRAGDB,0.997167527675629,,0,miRAGDB,0.997167528,1
25005261,2014-07-09,http://59.163.192.91/FmTFDb/index.html,FmTFDb,0.99798429,foxtail millet transcription factors database,0.956081793,FmTFDb,0.99798429,1
24466070,2014-01-21,http://59.163.192.91/tomato2,TGRD,0.996569216,Tomato Genomic Resources Database,0.988132167,TGRD,0.996569216,1
25324312,2014-10-16,http://61.152.91.49/EpilepsyGene,EpilepsyGene,0.996541262,,0,EpilepsyGene,0.996541262,1
25885062,2015-04-17,http://65.181.125.102/cmmdb2/index.html,CmMDb,0.993868947,Cucumis melo L,0.824225145,CmMDb,0.993868947,1
35460467,2022-04-23,http://8.140.162.85,SmGDB,0.992405712604523,miltiorrhiza genome database,0.969273005213056,SmGDB,0.992405713,1
36305818,2023-01-01,"http://8.142.154.29, http://speedatlas.net",SPEED,0.992461562156677,,0,SPEED,0.992461562,1
31123286,2019-05-23,http://956023.ichengyun.net/AICD/index.php,AICD,0.981977388,nti-Inflammatory Compounds Database,0.904850148,AICD,0.981977388,1
24888382,2014-06-03,http://aair.cimed.ike.liu.se,AAIR,0.995133579,Allergic Airway Inflammation Repository,0.976998336,AAIR,0.995133579,1
25360160,2014-10-11,http://ab-openlab.csir.res.in/biophytmol,BioPhytMol,0.970525742,,0,BioPhytMol,0.970525742,1
30738202,2019-02-07,http://ab-openlab.csir.res.in/cgi-bin/gb2/gbrowse,MtBrowse,0.99495405,,0,MtBrowse,0.99495405,1
"27242034, 32542109",2016-05-30,http://abasy.ccg.unam.mx,Abasy,0.987492204,acteria systems,0.613150299,Abasy,0.987492204,2
35920330,2023-01-01,http://abc.sklehabc.com,ABC portal,0.674647212028503,,0,ABC portal,0.674647212,1
28365738,2017-01-01,http://abcm2.hegelab.org,ABCMdb,0.99738276,,0,ABCMdb,0.99738276,1
37797858,2023-10-04,http://acds.neist.res.in/a2idv2,A2ID,0.997421279549599,Aromatic-Aromatic Interactions Database,0.983424055576324,A2ID,0.99742128,1
37789571,2023-10-03,http://acds.neist.res.in/cadv2,CAD,0.992791771888733,Cation-Aromatic Database,0.953825421631336,CAD,0.992791772,1
"35708586, 31832668",2022-06-01,http://acetobase.molbio.slu.se,AcetoBase,0.99637115,,0,AcetoBase,0.99637115,2
32702093,2020-12-01,"http://AciDB.cl, http://gitlab.com/Hawkline451/acidb",AciDB,0.99098736,,0,AciDB,0.99098736,1
20949389,2011-01-01,http://acsr.ucsf.edu,ACSR,0.963491698,AIDS and Cancer Specimen Resource,0.931551437,ACSR,0.963491698,1
22748121,2012-07-02,http://actin.pharm.mssm.edu/genes2FANs,Genes2FANs,0.972529342,,0,Genes2FANs,0.972529342,1
28962356,2015-01-02,http://actor.epa.gov/cpcat,CPCat,0.98875711,Chemical/Product Categories Database,0.958640075,CPCat,0.98875711,1
35222847,2022-02-10,http://addagma.omicsbio.info,ADDAGMA,0.994934141635895,domestic animal gut microbiome atlas,0.881645232439041,ADDAGMA,0.994934142,1
22080511,2011-11-10,http://adhd.psych.ac.cn,ADHDgene,0.933751583,,0,ADHDgene,0.933751583,1
27507885,2016-08-09,http://ADPriboDB.leunglab.org,ADPriboDB,0.997497678,,0,ADPriboDB,0.997497678,1
35068457,2022-01-01,http://advp.niagads.org,ADVP,0.98153156,Alzheimer's Disease Variant Portal,0.960921812057495,ADVP,0.9815315604,1
35471187,2022-04-26,http://aegyptiatlas.buchonlab.com,Aegypti-Atlas,0.987446039915085,,0,Aegypti-Atlas,0.98744604,1
32964659,2020-10-08,http://african-compounds.org,EANPDB,0.993993628,Eastern Africa Natural Products Database,0.975782382,EANPDB,0.993993628,1
28641017,2017-06-22,http://african-compounds.org/nanpdb,NANPDB,0.997249413,Northern African Natural Products Database,0.983017099,NANPDB,0.997249413,1
24217911,2013-11-11,http://agefactdb.jenage.de,AgeFactDB,0.997452736,JenAge Ageing Factor Database,0.809117585,AgeFactDB,0.997452736,1
25232097,2014-09-17,http://ageing-map.org,DAA,0.846934438,Ageing Atlas,0.621505678,DAA,0.846934438,1
33304468,2020-11-20,http://ageing.shinyapps.io/pdmethdb,PDmethDB,0.997210741,Parkinson's Disease Methylation Database,0.937413712,PDmethDB,0.997210741,1
26602690,2015-11-23,http://agingchart.org,Aging Chart,0.833349913,,0,Aging Chart,0.833349913,1
24264865,2013-11-22,http://agknapp.chemie.fu-berlin.de/bivalbind,Bival-Bind,0.987922519,,0,Bival-Bind,0.987922519,1
21216747,2011-01-06,http://agri-trait.dna.affrc.go.jp,Rice TOGO Browser,0.827372536,,0,Rice TOGO Browser,0.827372536,1
22084200,2011-11-13,"http://ahdb.ee.ncku.edu.tw/, http://ahdb.csbb.ntu.edu.tw",AH-DB,0.99563925,Apo-Holo DataBase,0.77852336,AH-DB,0.99563925,1
35536846,2022-05-10,"http://ahed.nasa.gov, http://togodb.org/db/thermobase",ThermoBase,0.997331082820892,Astrobiology Habitable Environments Database,0.932266703673771,ThermoBase,0.997331083,1
26644461,2015-12-07,http://alcodb.jp,ALCOdb,0.997920737,Algae Gene Coexpression database,0.973787616,ALCOdb,0.997920737,1
30357390,2019-01-01,http://aledb.org,ALEdb,0.993111849,,0,ALEdb,0.993111849,1
22039151,2011-10-28,http://alfred.med.yale.edu,ALFRED,0.992198706,,0,ALFRED,0.992198706,1
28069893,2017-01-01,http://alga-pras.riken.jp,Alga-PrAS,0.994979988,Algal Protein Annotation Suite database,0.78106205,Alga-PrAS,0.994979988,1
23095476,2012-10-25,http://algae.manoa.hawaii.edu/hfwadb,HfwADB,0.964678764,Hawaiian Freshwater Algal Database,0.969474773,Hawaiian Freshwater Algal Database,0.969474773,1
24628857,2014-03-14,http://algaepath.itps.ncku.edu.tw,AlgaePath,0.996096075,,0,AlgaePath,0.996096075,1
35559777,2020-12-22,http://aliayadi.github.io/MESOCOSM-database,MESOCOSM,0.996743441,,0,MESOCOSM,0.996743441,1
22659196,2012-05-30,http://alkamid.ugent.be,Alkamid,0.985504031,,0,Alkamid,0.985504031,1
21498548,2011-04-15,http://allie.dbcls.jp,Allie,0.968772352,,0,Allie,0.968772352,1
38371639,2023-12-29,http://allium.qau.edu.cn,AlliumDB,0.995748698711395,,0,AlliumDB,0.995748699,1
22559261,2012-05-04,http://alliumgenetics.org,AlliumMap,0.986065328,,0,AlliumMap,0.986065328,1
30365033,2019-01-01,http://allomaps.bii.a-star.edu.sg,AlloMAPS,0.996572554,,0,AlloMAPS,0.996572554,1
26005672,2015-05-08,http://alpha.dmi.unict.it/spectra,SPECTRA,0.996715844,,0,SPECTRA,0.996715844,1
34791371,2022-01-01,http://alphafold.ebi.ac.uk,AlphaFold DB,0.993730306625366,AlphaFold Protein Structure Database,0.894862016042074,AlphaFold DB,0.993730307,1
35879321,2022-07-25,http://alphaindex.zju.edu.cn/PHARP/index.php,PHARP,0.723126987616221,pig Haplotype Reference Panel,0.716919149,PHARP,0.723126988,1
"22753137, 21702733",2012-07-16,http://alsod.iop.kcl.ac.uk,ALSoD,0.907861531,Online Database,0.633407295,ALSoD,0.907861531,2
34316271,2021-07-13,"http://altaiflora.asu.ru/en/, http://altb.asu.ru",ALTB,0.855050087,,0,ALTB,0.855050087,1
25432889,2014-11-29,http://alz.big.ac.cn/alzBase,AlzBase,0.974508405,,0,AlzBase,0.974508405,1
22647208,2012-05-30,http://alzpathway.org,AlzPathway,0.996937859,,0,AlzPathway,0.996937859,1
25762455,2015-04-09,http://amamutdb.no,amamutdb.no,0.977049748,,0,amamutdb.no,0.977049748,1
32584882,2020-06-25,http://amdr.amu.ac.in/acd,ACD,0.987468759,Antimicrobial chemotherapeutics database,0.987474948,Antimicrobial chemotherapeutics database,0.987474948,1
29485625,2018-02-27,http://amp.pharm.mssm.edu/datasets2tools,Datasets2Tools,0.979977262,,0,Datasets2Tools,0.979977262,1
30247677,2019-01-01,http://amtdb.org,AmtDB,0.998366475,,0,AmtDB,0.998366475,1
29040693,2018-01-01,http://amypro.net,AmyPro,0.99600482,,0,AmyPro,0.99600482,1
30371900,2019-01-01,http://ancestralgenomes.org,Ancestral Genomes,0.586193487,,0,Ancestral Genomes,0.586193487,1
31593887,2019-09-28,http://andromeda.matf.bg.ac.rs/aadis_dynamic,,0,Distances of Amino Acids,0.922101881,Distances of Amino Acids,0.922101881,1
27582018,2016-09-01,http://angiogenes.uni-frankfurt.de,ANGIOGENES,0.997215807,,0,ANGIOGENES,0.997215807,1
32540200,2020-04-01,http://animal.nwsuaf.edu.cn/BosVar,BGVD,0.991665125,Bovine Genome Variation Database,0.976398796,BGVD,0.991665125,1
35549894,2022-05-12,http://animal.nwsuaf.edu.cn/ChickenVar,Galbase,0.996622800827026,,0,Galbase,0.996622801,1
33181826,2020-01-01,http://animal.nwsuaf.edu.cn/code/index.php/Wheat,WGVD,0.993578374,Wheat Genome Variation Database,0.973856658,WGVD,0.993578374,1
33965348,2021-03-01,http://animal.nwsuaf.edu.cn/GoatVar,GGVD,0.992996335,goat genome variation database,0.746109948,GGVD,0.992996335,1
35232080,2022-02-01,http://animalaudiograms.org,,0,Animal Audiogram Database,0.682225435972214,Animal Audiogram Database,0.682225436,1
"33326073, 32406920",2021-01-01,http://annolnc1.gao-lab.org,AnnoLnc,0.998637438,,0,AnnoLnc,0.998637438,2
21383924,2011-01-22,http://antibiotics.toku-e.com,TAMI,0.986702323,The Antimicrobial Index,0.871445251,TAMI,0.986702323,1
36370112,2023-01-01,http://antibodyregistry.org,,0,The Antibody Registry,0.810391712188721,The Antibody Registry,0.810391712,1
33996073,2021-01-01,http://antifungalinteractions.org/was,,0,antifungal drug interactions database,0.586464763,antifungal drug interactions database,0.586464763,1
"27924032, 30395294, 33152079",2021-01-01,http://antismash-db.secondarymetabolites.org,antiSMASH,0.958897054,,0,antiSMASH,0.958897054,3
36702059,2023-01-19,http://aocd.swmd.co.in,AOCD,0.996473863720894,Anti-obesity compound database,0.985789308945338,AOCD,0.996473864,1
37001349,2023-03-25,http://aodb.idruglab.cn,AODB,0.992513954639435,antioxidant database,0.631445616483688,AODB,0.992513955,1
31978081,2020-01-24,http://aoe.dbcls.jp,AOE,0.969555974,,0,AOE,0.969555974,1
35295213,2022-02-14,http://aopwiki.org,AOP-DB,0.947153851,Pathway,0.499669313430786,AOP-DB,0.9471538514,1
37450416,2023-07-01,http://apdb.di.univr.it,APDB,0.99430114030838,,0,APDB,0.99430114,1
33169878,2020-11-10,http://apeswiki.eva.mpg.de,A.P.E.S,0.811360155,,0,A.P.E.S,0.811360155,1
25267795,2014-09-29,"http://apiaceae.njau.edu.cn/car, http://apiaceae.njau.edu.cn/carrotdb",CarrotDB,0.99532944,,0,CarrotDB,0.99532944,1
29992323,2018-01-01,http://apiaceae.njau.edu.cn/celerydb,CeleryDB,0.992402375,,0,CeleryDB,0.992402375,1
34848704,2021-12-01,http://apiaceae.njau.edu.cn/waterdropwortdb,Water dropwortDB,0.96038208,,0,Water dropwortDB,0.96038208,1
30715274,2019-01-01,http://apid.dep.usal.es,APID,0.780257463,,0,APID,0.780257463,1
22067098,2011-11-08,http://apoptoproteomics.uio.no,ApoptoProteomics,0.990143538,,0,ApoptoProteomics,0.990143538,1
28096778,2016-11-24,http://app.bioelm.com,PineElm_SSRdb,0.885082662,,0,PineElm_SSRdb,0.885082662,1
29194536,2018-01-01,http://app.cgu.edu.tw/circlnc,circlncRNAnet,0.996753991,,0,circlncRNAnet,0.996753991,1
27209279,2016-05-21,http://app.scbit.org/DNetDB,DNetDB,0.996409118,,0,DNetDB,0.996409118,1
24013925,2013-09-06,http://app1.bioinformatics.mdanderson.org/tarhub/_design/basic/index.html,targetHub,0.947265625,,0,targetHub,0.947265625,1
22726705,2012-06-22,http://applications.bioanalysis.org/quartetsdb,QuartetS-DB,0.972562802,,0,QuartetS-DB,0.972562802,1
"29069475, 23161672",2018-01-01,http://appris-tools.org,APPRIS,0.998272896,of,0.716509938,APPRIS,0.998272896,2
34755885,2022-01-01,http://appris.bioinfo.cnio.es,APPRIS,0.991514384746552,,0,APPRIS,0.991514385,1
37968063,2023-11-16,http://apprise.biogrid.org.au,APPRISE,0.902844771742821,Australian Partnership for Preparedness Research on InfectiouS disease Emergencies,0.751553573211034,APPRISE,0.902844772,1
28013278,2017-01-01,"http://apps.araport.org/thalemine/, http://www.araport.org",ThaleMine,0.986150086,,0,ThaleMine,0.986150086,1
27436239,2016-07-18,http://apps.connexios.com/glycogait,GlycoGAIT,0.980752434,Glycosylation and Gut Associated Immune,0.728825476,GlycoGAIT,0.980752434,1
26949480,2015-09-30,http://apps.icbi.georgetown.edu/snp2structure,SNP2Structure,0.994531825,,0,SNP2Structure,0.994531825,1
22110032,2011-11-21,http://apps.sanbi.ac.za/dampd,DAMPD,0.989307284,Dragon Antimicrobial Peptide Database,0.977057718,DAMPD,0.989307284,1
21930248,2011-09-09,"http://apps.sanbi.ac.za/hcvpro/, http://cbrc.kaust.edu.sa/hcvpro",HCVpro,0.997242883,hepatitis C virus protein interaction database,0.859147181,HCVpro,0.997242883,1
34556150,2021-09-23,http://apricotgpd.com,AprGPD,0.988473594,apricot,0.7814821,AprGPD,0.988473594,1
"26602694, 25555720",2015-11-23,http://aps.unmc.edu/AP,APD3,0.988607168,The antimicrobial peptide database,0.915424158,APD3,0.988607168,2
22434840,2012-03-20,http://aptamer.freebase.com,Aptamer Base,0.971290752,,0,Aptamer Base,0.971290752,1
36243967,2023-01-01,http://aquila.cheunglab.org,Aquila,0.98896449804306,,0,Aquila,0.988964498,1
"36200836, 22140109, 29220077",2022-10-01,http://arabidopsis.org,TAIR,0.991281509,Arabidopsis Information Resource,0.796741247,TAIR,0.991281509,3
29069336,2018-03-01,http://arachnoserver.org,ArachnoServer,0.996285319,,0,ArachnoServer,0.996285319,1
29059333,2018-01-01,http://aragwas.1001genomes.org,AraGWAS,0.865443408,,0,AraGWAS,0.865443408,1
25487439,2014-12-10,http://aralip.plantbiology.msu.edu,ARALIP,0.893481195,,0,ARALIP,0.893481195,1
"31642487, 27924043",2020-01-01,"http://arapheno.1001genomes.org, http://aragwas.1001genomes.org",AraPheno,0.992314994,,0,AraPheno,0.992314994,2
22080555,2011-11-12,http://archaea.ucsc.edu,arCOG,0.772361755,UCSC Archaeal Genome Browser,0.798626341,UCSC Archaeal Genome Browser,0.798626341,1
37216609,2023-07-01,http://archeogenomics.eu,Human AGEs,0.898799419403076,,0,Human AGEs,0.898799419,1
36544722,2022-10-25,http://archive.materialscloud.org/record/2022.106,OSCAR,0.995001196861267,,0,OSCAR,0.995001197,1
31347432,2019-07-26,http://arecanut.icmr.org.in,ANDB,0.951109529,Areca nut database,0.914340153,ANDB,0.951109529,1
34330336,2021-07-31,http://arken.nmbu.no,HumGut,0.968026817,,0,HumGut,0.968026817,1
25468931,2014-12-01,http://aromadeg.siona.helmholtz-hzi.de,AromaDeg,0.997393668,,0,AromaDeg,0.997393668,1
33231322,2020-12-14,http://artemis.cyverse.org/soykb_dev/SoyTD,SoyTD,0.986389339,Soybean transporter database,0.780514371,SoyTD,0.986389339,1
27242037,2016-05-30,http://arthropodacyc.cycadsys.org,ArthropodaCyc,0.994480968,,0,ArthropodaCyc,0.994480968,1
34718689,2022-01-01,http://arts-db.ziemertlab.com,ARTS,0.60979425907135,Antibiotic Resistant Target Seeker,0.790353626012802,Antibiotic Resistant Target Seeker,0.790353626,1
23550138,2013-04-09,http://arup.utah.edu/database/BTD/BTD_welcome.php,,0,Biotinidase Gene Variants Registry,0.961240504,Biotinidase Gene Variants Registry,0.961240504,1
32449934,2020-07-01,http://asap.epfl.ch,ASAP,0.72770232,Automated Single-cell Analysis Portal,0.707243107,ASAP,0.72770232,1
24475134,2014-01-24,http://ASDCD.amss.ac.cn,ASDCD,0.993572259,Antifungal Synergistic Drug Combination Database,0.987889366,ASDCD,0.993572259,1
34839012,2021-11-25,http://aser.ihb.ac.cn,ASER,0.987263083,Animal Sex Reversal Database,0.97150902,ASER,0.987263083,1
32294195,2020-01-01,http://asfvdb.popgenetics.net,ASFVdb,0.996319771,African swine fever virus database,0.897414913,ASFVdb,0.996319771,1
27193158,2017-04-01,http://asl-lex.org,ASL-LEX,0.995315278,,0,ASL-LEX,0.995315278,1
32265943,2020-03-04,http://astrobiology.botany.wisc.edu/astrobotany-toast,TOAST,0.984416008,Test Of Arabidopsis Space Transcriptome,0.949631318,TOAST,0.984416008,1
38011719,2023-11-01,http://asynpepdb.ppmclab.com,aSynPEP-DB,0.989692429701487,,0,aSynPEP-DB,0.98969243,1
29987736,2018-01-01,http://at-chloro.prabi.fr/at_chloro,AT_CHLORO,0.995981574,,0,AT_CHLORO,0.995981574,1
32386544,2020-05-07,http://atlas.brain-map.org,CCFv3,0.989022076,Mouse Brain Common Coordinate Framework,0.890492062,CCFv3,0.989022076,1
25972521,2015-05-13,http://AtmiRNET.itps.ncku.edu.tw,AtmiRNET,0.997909009,,0,AtmiRNET,0.997909009,1
22397531,2012-03-08,http://AtPAN.itps.ncku.edu.tw,AtPAN,0.98359412,Arabidopsis thaliana Promoter Analysis Net,0.875704557,AtPAN,0.98359412,1
30534948,2019-08-01,http://atsnp.biostat.wisc.edu,atSNP,0.982023239,,0,atSNP,0.982023239,1
"35353884, 21217125, 24334350, 26546318, 29216398",2022-06-01,http://atted.jp,ATTED-II,0.954756707,,0,ATTED-II,0.954756707,5
"22057158, 26779400",2014-01-29,http://aura.science.unitn.it,AURA,0.97320962,Atlas of UTR Regulatory Activity,0.889621913,AURA,0.97320962,2
29198880,2017-11-24,http://aureowiki.med.uni-greifswald.de,AureoWiki,0.996498525,,0,AureoWiki,0.996498525,1
29186576,2018-01-01,http://autism.mindspec.org/autdb/Welcome.do,AutDB,0.997044206,,0,AutDB,0.997044206,1
22139918,2011-12-01,http://autismkb.cbi.pku.edu.cn,AutismKB,0.762071371,,0,AutismKB,0.762071371,1
30239683,2018-01-01,http://auto2disease.nwsuaflmz.com,ATD,0.981130342,Autophagy To Disease,0.913275957,ATD,0.981130342,1
22753780,2012-07-02,"http://autobind.csie.ncku.edu.tw/, http://autobind.mc.ntu.edu.tw",AutoBind,0.98091805,,0,AutoBind,0.98091805,1
37589496,2023-08-17,http://autophagynet.org.abbreviations,AutophagyNet,0.977660655975342,Regulatory Network,0.511571645736694,AutophagyNet,0.977660656,1
33176685,2020-11-12,http://avimm.ab.mpg.de,AVIMM,0.990362942,Avian Immunome DB,0.966759622,AVIMM,0.990362942,1
"33693667, 27114492",2021-03-01,http://awi.cuhk.edu.cn,UbiNet,0.996777952,,0,UbiNet,0.996777952,2
"33270889, 25398901",2021-01-01,http://awi.cuhk.edu.cn/,MethHC,0.997448325,,0,MethHC,0.997448325,2
"36329825, 34976872",2022-10-18,http://b-amp.karishmakaushiklab.com,B-AMP,0.991384625,,0,B-AMP,0.991384625,2
"26433226, 30715167, 33010178",2021-01-01,http://bacdb.org/BacWGSTdb,BacWGSTdb,0.994153142,,0,BacWGSTdb,0.994153142,3
"34718743, 24214959, 26424852, 30256983",2022-01-01,http://bacdive.dsmz.de,BacDive,0.997053862,Bacterial Diversity Metadatabase,0.693979033,BacDive,0.997053862,4
35480326,2022-04-11,http://backlin.cabgrid.res.in/buffgr,BuffGR,0.93102773030599,resource of buffalo,0.667975306510925,BuffGR,0.93102773,1
37119813,2023-04-28,http://backuslab.shinyapps.io/cysdb,CysDB,0.997850000858307,cysteine,0.586354076862335,CysDB,0.997850001,1
22135301,2011-12-01,http://bacmap.wishartlab.com,BacMap,0.990752041,,0,BacMap,0.990752041,1
24304895,2013-12-03,http://bacmet.biomedicine.gu.se)--a,BacMet,0.994012475,,0,BacMet,0.994012475,1
34838806,2021-11-25,http://bacteria.guru,bacteria.guru,0.995123416,,0,bacteria.guru,0.995123416,1
30272193,2019-01-01,http://bactome.helmholtz-hzi.de,BACTOME,0.997656286,,0,BACTOME,0.997656286,1
25377257,2014-11-06,"http://bactpepdb.rpbs.univ-paris-diderot.fr, http://www.yeastgenome.org",BactPepDB,0.998118401,,0,BactPepDB,0.998118401,1
28361715,2017-03-14,http://bal.ym.edu.tw/SheddomeDB,SheddomeDB,0.996616364,,0,SheddomeDB,0.996616364,1
27242503,2016-05-10,http://bams1.org,Ferretome,0.98255372,,0,Ferretome,0.98255372,1
31036810,2019-04-29,http://bansallab.github.io/asnr,ASNR,0.994962871,Animal Social Network Repository,0.941487324,ASNR,0.994962871,1
28453653,2017-07-01,http://bar.biocomp.unibo.it/bar3,,0,Bologna Annotation Resource,0.698403805,Bologna Annotation Resource,0.698403805,1
25477388,2014-12-04,http://bard.nih.gov,BARD,0.990859985,BioAssay Research Database,0.854191172,BARD,0.990859985,1
27813701,2016-11-04,http://barley.gambrinus.ueb.cas.cz,UNcleProt,0.993122756,Universal Nuclear Protein database of barley,0.863325749,UNcleProt,0.993122756,1
24399916,2013-12-01,http://barleyflc.dna.affrc.go.jp/bexdb/index.html,bex-db,0.995140064,Barley Gene Expression Database,0.958310401,bex-db,0.995140064,1
36131236,2022-09-21,http://barleygfdb.com,BGFD,0.994630098342896,Barley Gene Family Database,0.951987648010254,BGFD,0.994630098,1
22545773,2012-04-30,http://bat.infspire.org/databases/masivedb,MASiVEdb,0.994499087,Mapping and Analysis of SireVirus Elements Database,0.726713588,MASiVEdb,0.994499087,1
31665503,2020-01-01,http://bbcancer.renlab.org,BBCancer,0.997065306,,0,BBCancer,0.997065306,1
"28053161, 21917859",2016-10-07,http://bbcftools.epfl.ch/getprime,GETPrime,0.99608171,,0,GETPrime,0.99608171,2
24077841,2013-09-27,http://bbgre.org,BBGRE,0.97111398,Brain and Body Genetic Resource Exchange,0.924002247,BBGRE,0.97111398,1
